gbifID,locality,stateProvince,individualCount,decimalLatitude,decimalLongitude,day,month,year
4331390960,"Karanpura Block, Madhya Pradesh, IN (24.695, 75.549)",Madhya Pradesh,2.0,24.695139,75.54881,13,3,2022
4331124866,Bandhavgarh National Park,Madhya Pradesh,,23.718647,81.02818,15,4,2010
4331014791,"Harsa, Madhya Pradesh, IN (24.753, 80.1)",Madhya Pradesh,6.0,24.752945,80.09993,6,3,2022
4330908553,"Kajri, Madhya Pradesh, IN (22.457, 78.336)",Madhya Pradesh,5.0,22.457163,78.33578,26,2,2022
4330825651,Kanha NP--Kanha Zone,Madhya Pradesh,10.0,22.280678,80.62371,23,6,2022
4330794221,"Sasan, Gujarat, IN (21.179, 70.589)",Gujarat,1.0,21.178696,70.58946,15,2,2022
4330773963,Kanha NP--Mukki Zone,Madhya Pradesh,2.0,22.158897,80.66334,4,6,2022
4330675436,"Kheda, Madhya Pradesh, IN (24.601, 75.421)",Madhya Pradesh,1.0,24.600542,75.42076,12,3,2022
4330653275,Kanha NP--Mukki Zone,Madhya Pradesh,2.0,22.158897,80.66334,6,3,2022
4330598057,Satpura Tiger Reserve--Dhain,Madhya Pradesh,3.0,22.441082,78.170494,26,2,2022
4330597877,Satpura TR--Nimghan,Madhya Pradesh,3.0,22.51994,78.31221,26,2,2022
4330564690,Badi Talab,Rajasthan,1.0,24.61729,73.62252,25,3,2022
4330481586,"Dhuma, Madhya Pradesh, IN (22.828, 79.757)",Madhya Pradesh,3.0,22.827747,79.75662,21,12,2022
4330388017,"Dhanga Talab, Gandhinagar WLS, Hinglajgarh, Madhya Pradesh, IN (24.735, 75.776)",Madhya Pradesh,1.0,24.73519,75.77587,12,3,2022
4330315420,Ranthambhore NP--Zone 3,Rajasthan,50.0,26.02987,76.47235,5,6,2022
4330304703,"Khemla Block, Madhya Pradesh, IN (24.561, 75.536)",Madhya Pradesh,2.0,24.560799,75.535545,12,3,2022
4330016819,Kanha NP--Mukki Zone,Madhya Pradesh,9.0,22.158897,80.66334,10,6,2022
4329862713,Utsav Camp Tehla Sariska,Rajasthan,6.0,27.256144,76.45571,14,10,2022
4329852803,Bandhavgarh NP,Madhya Pradesh,,23.690413,81.01825,27,3,2005
4329809904,Kanha NP--Mukki Zone,Madhya Pradesh,13.0,22.158897,80.66334,23,2,2022
4329743768,Kanha NP--Kanha Zone,Madhya Pradesh,1.0,22.280678,80.62371,25,3,2022
4329705718,"Madhya Pradesh, IN (24.47, 79.873)",Madhya Pradesh,3.0,24.469929,79.87311,5,3,2022
4329628576,Polo Forest,Gujarat,2.0,23.997133,73.27865,20,2,2022
4329506540,Satpura TR--Churna,Madhya Pradesh,1.0,22.474287,78.07417,1,3,2022
4329410451,"Unnamed Road, Babupur Kalan, Madhya Pradesh, IN (24.673, 79.973)",Madhya Pradesh,7.0,24.672853,79.97304,5,3,2022
4329395230,"Ramdevara Betta, Ramanagara",Karnataka,1.0,12.752204,77.3003,25,2,2022
4329274464,The Pugmark Hotel,Rajasthan,3.0,26.04833,76.4039,14,10,2022
4329036104,Panna Tiger Reserve,Madhya Pradesh,1.0,24.59011,79.94105,16,4,2022
4329008738,Kanha NP--Mukki Zone,Madhya Pradesh,1.0,22.158897,80.66334,25,3,2022
4328763671,Kanha NP--Mukki Zone,Madhya Pradesh,3.0,22.158897,80.66334,22,5,2022
4328611739,"Unnamed Road, Madhya Pradesh, IN (24.717, 80.01)",Madhya Pradesh,3.0,24.716606,80.00993,6,3,2022
4328502507,"Madhya Pradesh, IN (22.381, 80.519)",Madhya Pradesh,2.0,22.381102,80.51889,12,2,2022
4327961090,"Garadiya Mahadev Road, Daulatganj at, Rajasthan, IN (25.119, 75.723)",Rajasthan,19.0,25.119308,75.7228,6,10,2022
4327535743,Kimasan,Madhya Pradesh,7.0,24.655533,80.04869,6,3,2022
4327516126,Bayana Cliffs,Rajasthan,10.0,26.893597,77.279335,8,10,2022
4327454952,Ranthambore NP--Zone 2,Rajasthan,1.0,26.007303,76.46159,5,6,2022
4327146249,Zone 3 By Ghani,Rajasthan,3.0,26.03415,76.46391,14,5,2022
4327117027,Bayana Cliffs,Rajasthan,9.0,26.893597,77.279335,14,5,2022
4327070704,Kanha NP--Mukki Zone,Madhya Pradesh,7.0,22.158897,80.66334,27,2,2022
4327070680,"Suplai, Madhya Pradesh, IN (22.505, 78.14)",Madhya Pradesh,1.0,22.504745,78.13997,26,2,2022
4326985815,"Madhya Pradesh, IN (22.454, 78.337)",Madhya Pradesh,2.0,22.454094,78.33691,26,2,2022
4326788101,"Madhya Pradesh, IN (24.522, 79.884)",Madhya Pradesh,14.0,24.522257,79.88436,6,3,2022
4326763714,Badi Talab,Rajasthan,1.0,24.61729,73.62252,25,3,2022
4326701589,Kanha NP--Kanha Zone,Madhya Pradesh,3.0,22.280678,80.62371,25,2,2022
4326641009,Bharatpur Bird Sanctuary,Rajasthan,1.0,27.202154,77.50619,17,3,2012
4326549003,Bharatpur--Keoladeo Ghana NP,Rajasthan,3.0,27.161905,77.5228,28,12,2022
4326548806,Kanha NP--Kanha Zone,Madhya Pradesh,10.0,22.280678,80.62371,28,12,2022
4326388918,"Mehtoni, Madhya Pradesh, IN (25.987, 77.165)",Madhya Pradesh,11.0,25.987368,77.16514,30,4,2022
4326286578,"Tamia, Madhya Pradesh, IN (22.351, 78.667)",Madhya Pradesh,9.0,22.350819,78.667435,1,12,2022
4325805861,Kanha NP--Kanha Zone,Madhya Pradesh,5.0,22.280678,80.62371,11,3,2022
4325323673,Kanha Tiger Reserve--Mukki Gate,Madhya Pradesh,3.0,22.154728,80.67288,22,2,2022
4325203237,Kanha NP--Kanha Zone,Madhya Pradesh,2.0,22.280678,80.62371,28,2,2022
4324903978,"Unnamed Road, Madhya Pradesh, IN (24.71, 79.996)",Madhya Pradesh,1.0,24.709826,79.99636,12,6,2022
4324746004,"Panna Tiger Reserve -Raipura, Madhya Pradesh, IN (24.701, 79.983)",Madhya Pradesh,4.0,24.701494,79.9831,11,11,2022
4324738254,Tomb of I'timād-ud-Daulah (Little Taj),Uttar Pradesh,1.0,27.193266,78.030334,20,10,2022
4324734507,Bandhavgarh NP,Madhya Pradesh,,23.690413,81.01825,17,3,2016
4324571295,Desert NP (DNP) & Surroundings--General Area,Rajasthan,,26.905807,70.80606,15,2,2014
4324554450,Khatiya To Mukki,Madhya Pradesh,3.0,22.257763,80.56623,18,2,2022
4324551681,Auto selected,Madhya Pradesh,6.0,24.70309,80.00339,5,3,2022
4324499131,Hazaribagh Pinjrapole Gaushala,Jharkhand,4.0,23.963,85.426,6,11,2021
4324462798,"Nauradehi Wildlife Sanctuary, Madhya Pradesh, India",Madhya Pradesh,5.0,23.549406,79.17793,29,11,2021
4324462317,"केकरिया, राजस्थान, IN (25.146, 75.035)",Rajasthan,2.0,25.145971,75.03529,21,2,2022
4324285191,Ranthambore NP--Ranthambore Fort,Rajasthan,2.0,26.02,76.45306,12,2,2009
4324176234,"Gouharganj Road, Sajadi, Madhya Pradesh, IN (23.049, 77.721)",Madhya Pradesh,2.0,23.049267,77.7207,1,3,2022
4324020988,"Panna Tiger Reserve, -Babupur Kalan, Madhya Pradesh, IN (24.678, 79.998)",Madhya Pradesh,6.0,24.677942,79.9983,12,11,2022
4323816980,Panna Tiger Reserve - Jhalar Khamariya,Madhya Pradesh,1.0,24.585403,79.89314,5,3,2022
4323816510,"Madhya Pradesh State Highway 31A, Madhya Pradesh, IN (24.667, 75.593)",Madhya Pradesh,4.0,24.666864,75.59289,11,3,2022
4323790637,Raigad fort (Top),Maharashtra,1.0,18.234692,73.446434,31,1,2018
4323753089,Taragarh Fort,Rajasthan,3.0,25.451525,75.63709,24,8,2016
4323733501,Bandhavgarh NP,Madhya Pradesh,,23.690413,81.01825,28,3,2005
4323448188,Kanha NP--Mukki Zone,Madhya Pradesh,4.0,22.158897,80.66334,2,3,2022
4323293166,"Chiraidongri - Kanha Road, Kisli, Madhya Pradesh, IN (22.303, 80.551)",Madhya Pradesh,1.0,22.303135,80.55058,12,2,2022
4323148319,Gandhisagar WLS--Dhanga,Madhya Pradesh,1.0,24.733332,75.77992,12,3,2022
4323106560,"Ramdevara Betta, Ramanagara",Karnataka,1.0,12.752204,77.3003,2,4,2018
4322823220,Utsav Camp Tehla Sariska,Rajasthan,4.0,27.256144,76.45571,17,2,2022
4322704461,"Unnamed Road, Kudan, Madhya Pradesh, IN (24.556, 80)",Madhya Pradesh,2.0,24.555817,79.999504,5,3,2022
4322491910,"Pali, Madhya Pradesh, IN (24.326, 79.71)",Madhya Pradesh,2.0,24.32584,79.71014,12,11,2022
4322305254,Auto selected,Madhya Pradesh,1.0,24.609308,79.93179,10,6,2022
4322304081,"Unnamed Road, Madhya Pradesh, IN (23.009, 77.968)",Madhya Pradesh,4.0,23.008978,77.96833,2,10,2022
4322214683,"Unnamed Road, Madhya Pradesh, IN (24.709, 80.008)",Madhya Pradesh,1.0,24.708828,80.00757,6,3,2022
4321912541,"Madhya Pradesh, IN (24.65, 80.035)",Madhya Pradesh,135.0,24.64985,80.03473,4,3,2022
4321754162,"Patori, Madhya Pradesh, IN (24.482, 79.859)",Madhya Pradesh,4.0,24.482061,79.85935,5,3,2022
4321598757,Kanha NP--Mukki Zone,Madhya Pradesh,3.0,22.158897,80.66334,5,4,2022
4321581359,"Rundera Bird Watching Sight, Rajasthan, IN (24.628, 74.114)",Rajasthan,3.0,24.627714,74.11443,27,2,2022
4321374768,Satpura TR--Churna,Madhya Pradesh,5.0,22.474287,78.07417,25,2,2022
4321322763,"Gapernath Road, Jamoonya, Rajasthan, IN (25.058, 75.723)",Rajasthan,17.0,25.0575,75.72294,7,9,2022
4321236056,"Madhya Pradesh, IN (22.361, 80.623)",Madhya Pradesh,2.0,22.361145,80.62316,11,2,2022
4321181936,Shahpura Alwar Road --near Kushal Ghar,Rajasthan,14.0,27.42299,76.45158,27,7,2016
4321114934,Ranthambore NP--entry road & fort,Rajasthan,3.0,26.034689,76.43815,28,2,2003
4321087238,Wildernest Nature Resort,Maharashtra,4.0,15.651956,74.11634,5,6,2005
4320895350,"Rampur, Madhya Pradesh, IN (24.501, 79.878)",Madhya Pradesh,16.0,24.500587,79.87758,5,3,2022
4320829259,Kanha National Park- Janum Tola,Madhya Pradesh,3.0,22.313255,80.51746,11,6,2022
4320482325,"Khambhat, Anand IN-GJ 22.34129, 72.62695",Gujarat,1.0,22.341288,72.62695,8,1,2022
4320399967,"Madhya Pradesh State Highway 31A, Karanpura Block, Madhya Pradesh, IN (24.7, 75.549)",Madhya Pradesh,7.0,24.699902,75.549,12,3,2022
4319828461,"Madhya Pradesh, IN (24.714, 80.038)",Madhya Pradesh,2.0,24.714201,80.03824,12,6,2022
4319809040,"Kajri, Madhya Pradesh, IN (22.457, 78.336)",Madhya Pradesh,5.0,22.457163,78.33578,26,2,2022
4319780606,Kanha NP--Mukki Zone,Madhya Pradesh,2.0,22.158897,80.66334,5,3,2022
4319772710,Ken River Ghati - CN04,Madhya Pradesh,2.0,24.636105,79.860596,12,6,2022
4319771204,Gandhisagar Forest Resthouse,Madhya Pradesh,2.0,24.694136,75.55112,12,3,2022
4319744548,Kanha NP--Kisli Zone,Madhya Pradesh,17.0,22.298626,80.55058,27,12,2022
4319743264,Kanha NP--Mukki Zone,Madhya Pradesh,9.0,22.158897,80.66334,13,5,2022
4319574335,"Madhya Pradesh, IN (24.533, 79.872)",Madhya Pradesh,22.0,24.533266,79.871704,5,3,2022
4319501218,"Unnamed Road, Babupur Kalan, Madhya Pradesh, IN (24.681, 79.981)",Madhya Pradesh,3.0,24.681446,79.980865,5,3,2022
4319501061,"Patori, Madhya Pradesh, IN (24.482, 79.857)",Madhya Pradesh,2.0,24.481794,79.85746,6,3,2022
4319355398,"Unnamed Road, Bamhori, Madhya Pradesh, IN (23.917, 78.563)",Madhya Pradesh,4.0,23.91669,78.562874,17,9,2022
4319345537,"Kurachor Kalan, Madhya Pradesh, IN (25.564, 77.223)",Madhya Pradesh,6.0,25.564363,77.22269,30,4,2022
4319289215,Kanha NP--Mukki Zone,Madhya Pradesh,7.0,22.158897,80.66334,13,4,2022
4319282411,Kanha NP--Kanha Zone,Madhya Pradesh,8.0,22.280678,80.62371,15,4,2022
4319110086,"Kurachor Kalan, Madhya Pradesh, IN (25.564, 77.223)",Madhya Pradesh,6.0,25.564363,77.22269,30,4,2022
4318699730,"Road, Akola, Madhya Pradesh, IN (24.635, 80.128)",Madhya Pradesh,2.0,24.63452,80.12762,6,3,2022
4318625170,"Unnamed Road, Bador, Madhya Pradesh, IN (24.671, 80.061)",Madhya Pradesh,12.0,24.671146,80.06128,5,3,2022
4318573722,"Unnamed Road, Madhya Pradesh, IN (24.702, 79.989)",Madhya Pradesh,1.0,24.701696,79.98939,5,3,2022
4318571864,Kanha NP--Mukki Zone,Madhya Pradesh,6.0,22.158897,80.66334,22,6,2022
4318449697,"Suplai, Madhya Pradesh, IN (22.457, 78.291)",Madhya Pradesh,,22.456766,78.29118,26,2,2022
4318312685,"(24.585, 75.525)",Madhya Pradesh,2.0,24.669762,75.52564,13,3,2022
4318300174,"Gandhi Sagar Wildlife Sanctuary, Mandsaur IN-MP 24.65870, 75.60131",Madhya Pradesh,35.0,24.658695,75.60131,12,3,2022
4318291787,"Kila Bandhogarh, Madhya Pradesh, IN (23.681, 81.03)",Madhya Pradesh,12.0,23.680565,81.02974,30,3,2022
4318127764,"Rich Khala Badodiya जलिंदरी, राजस्थान, IN (25.274, 75.346)",Rajasthan,3.0,25.273575,75.345505,19,2,2022
4318104458,"Unnamed Road, Bhadar Kushmani, Madhya Pradesh, IN (24.617, 79.967)",Madhya Pradesh,3.0,24.61702,79.96714,6,3,2022
4318094688,"Ranthambhore Fort, Rajasthan, IN (26.004, 76.424)",Rajasthan,1.0,26.004147,76.42448,15,12,2022
4318030188,"Ramdevara Betta, Ramanagara--Ramanagar Climbing Spot",Karnataka,1.0,12.749831,77.302124,28,8,2022
4317976744,Girnar Forest--Velnath,Gujarat,4.0,21.52815,70.5214,26,12,2015
4317936721,"Kerwa Dam Road, Bhopal, Madhya Pradesh, IN (23.173, 77.375)",Madhya Pradesh,11.0,23.172588,77.37533,12,2,2022
4317891608,Rani Durgawati WLS,Madhya Pradesh,23.0,23.534588,79.74788,22,2,2013
4317822220,"Maharkhuwa, Madhya Pradesh, IN (24.486, 79.823)",Madhya Pradesh,7.0,24.486015,79.82261,5,3,2022
4317777992,Panna Tiger Reserve--Karnavati Interpretation Centre,Madhya Pradesh,3.0,24.737175,80.0046,20,3,2022
4317741754,Pinjore - Bir Shikargaha Wildlife sanctuary,Haryana,1.0,30.768679,76.9567,7,10,2022
4317673895,"Bagchach Nullah To Chowki, Madhya Pradesh, IN (24.723, 75.717)",Madhya Pradesh,2.0,24.723446,75.71721,12,3,2022
4317673730,"Bhavani Road, Gujarat, IN (21.07, 71.799)",Gujarat,1.0,21.06955,71.79852,12,3,2022
4317614165,Bharatpur--Keoladeo Ghana NP--Sapan Mori,Rajasthan,1.0,27.176718,77.52193,15,10,2021
4317353307,"Raipura, Madhya Pradesh, IN (24.698, 79.976)",Madhya Pradesh,1.0,24.69751,79.97635,5,3,2022
4317176391,Damoh,Madhya Pradesh,8.0,23.818764,79.44612,25,1,2017
4316883679,Gir Wildlife Sanctuary--Route 6/2,Gujarat,2.0,21.189533,70.58188,17,10,2022
4316881618,"Unnamed Road, Babupur Kalan, Madhya Pradesh, IN (24.681, 79.981)",Madhya Pradesh,3.0,24.681446,79.980865,5,3,2022
4316856128,"05-Mar-2022 4:10 pm-24.672, 80.062",Madhya Pradesh,13.0,24.672335,80.062225,5,3,2022
4316748056,"Madhya Pradesh, IN (22.349, 78.663)",Madhya Pradesh,6.0,22.349447,78.663376,25,9,2022
4316741365,Mangaon,Maharashtra,4.0,18.237936,73.281715,14,3,2022
4316723173,"Barda, Madhya Pradesh, IN (24.638, 75.366)",Madhya Pradesh,1.0,24.63849,75.3656,13,3,2022
4316691900,Mhadei WLS- Chorla Ghat Section (IBA),Goa,12.0,15.615102,74.1124,10,12,2006
4316675614,"Tala, Madhya Pradesh, IN (23.719, 81.028)",Madhya Pradesh,1.0,23.718655,81.02817,22,4,2013
4316500795,Nauradehi Wildlife Sanctuary,Madhya Pradesh,,23.541534,79.21127,16,1,2022
4316350213,Ranthambore NP,Rajasthan,1.0,26.012978,76.503296,10,2,2009
4316282625,"Unnamed Road, Kathari Bilhata, Madhya Pradesh, IN (24.58, 79.947)",Madhya Pradesh,3.0,24.579615,79.94724,10,6,2022
4315884760,"Sagar, Madhya Pradesh, IN (23.525, 79.229) PARYATAN BANGLA, MOHALI VILLAGE",Madhya Pradesh,3.0,23.524698,79.22883,14,1,2022
4315539726,Kanha Tiger Reserve,Madhya Pradesh,5.0,22.29545,80.5957,14,5,2022
4315500652,Kanha NP--Mukki Zone,Madhya Pradesh,4.0,22.158897,80.66334,21,2,2022
4315426568,Kanha Tiger Reserve,Madhya Pradesh,8.0,22.29545,80.5957,2,3,2022
4315418547,Kanha NP--Kanha Zone,Madhya Pradesh,5.0,22.280678,80.62371,22,2,2022
4315389835,Bandhavgarh National Park,Madhya Pradesh,1.0,23.6887,81.0287,18,4,2019
4315375755,Kanha NP--Kanha Zone,Madhya Pradesh,12.0,22.280678,80.62371,20,12,2022
4315346420,Kanha NP--Mukki Zone,Madhya Pradesh,2.0,22.158897,80.66334,14,2,2022
4315322863,Kanha NP--Mukki Zone,Madhya Pradesh,11.0,22.158897,80.66334,21,2,2022
4315273342,National chambal sanctuary,Madhya Pradesh,2.0,26.65725,77.90413,24,1,2020
4315242887,Bija Kheri tank,Madhya Pradesh,2.0,22.603626,78.157455,7,3,2018
4315077605,Satpura TR--Churna,Madhya Pradesh,1.0,22.474287,78.07417,26,2,2022
4315023409,"Rundera Bird Watching Sight, Rajasthan, IN (24.628, 74.114)",Rajasthan,3.0,24.627714,74.11443,27,2,2022
4314908120,Ranthambore NP--Zone 1,Rajasthan,2.0,26.005728,76.426994,26,4,2017
4314896589,Polo Forest,Gujarat,2.0,23.997133,73.27865,20,2,2022
4314796136,Bandhavgarh NP,Madhya Pradesh,,23.690413,81.01825,15,3,2016
4314673201,"Madhya Pradesh, IN (22.349, 78.663)",Madhya Pradesh,6.0,22.349447,78.663376,25,9,2022
4314445079,Kanha NP--Kanha Zone,Madhya Pradesh,3.0,22.280678,80.62371,11,2,2022
4314336665,Mangaon,Maharashtra,4.0,18.237936,73.281715,14,3,2022
4314230030,Chirgaon,Maharashtra,1.0,18.132275,73.139084,24,9,2022
4314177922,"PN-2, Khauchi Upka, Madhya Pradesh, IN (24.618, 80.082)",Madhya Pradesh,3.0,24.618254,80.08167,5,3,2022
4314143458,"Madhya Pradesh, IN (24.502, 79.863)",Madhya Pradesh,9.0,24.502256,79.862854,5,3,2022
4313901801,"Morena-Sheopur Road, Sironi, Madhya Pradesh, IN (25.812, 76.98)",Madhya Pradesh,5.0,25.812307,76.98,30,4,2022
4313563356,"Bandhavgarh National Park Magadha Range, 23.67810, 80.98250",Madhya Pradesh,1.0,23.678097,80.9825,8,3,2022
4313554677,"Kota, Rajasthan, IN (25.194, 75.84)",Rajasthan,10.0,25.193806,75.84033,5,10,2022
4313491172,Utsav Camp Tehla Sariska,Rajasthan,1.0,27.256144,76.45571,19,2,2022
4313328135,"Madhya Pradesh, IN (24.683, 75.667)",Madhya Pradesh,2.0,24.682785,75.667465,13,3,2022
4313115353,Bandhavgarh NP,Madhya Pradesh,20.0,23.690413,81.01825,22,12,2010
4312911040,Sariska,Rajasthan,1.0,27.31749,76.43625,9,11,2022
4312816771,Ranthambore NP,Rajasthan,1.0,26.012978,76.503296,15,2,2018
4312815675,"Rich Khala Badodiya जलिंदरी, राजस्थान, IN (25.274, 75.346)",Rajasthan,3.0,25.273575,75.345505,19,2,2022
4312616787,Bandhavgarh NP,Madhya Pradesh,,23.690413,81.01825,30,4,2022
4312577768,Mt. Abu Wildlife Sanctuary,Rajasthan,1.0,24.630945,72.82734,2,1,2022
4312479315,Thalamalai RF,Tamil Nadu,1.0,11.60589,76.997665,3,11,2022
4311868319,"Masawani, Madhya Pradesh, IN (25.67, 77.267)..Aher Gate..foot Talao.kuno National Park Shivpuri Mp",Madhya Pradesh,15.0,25.669954,77.267494,1,5,2022
4311859672,Bagh Hotel,Rajasthan,2.0,27.20851,77.53262,15,2,2018
4311781261,Orachha,Madhya Pradesh,1.0,25.35186,78.64211,6,2,2016
4311592474,"Bawadiya Gondi, Madhya Pradesh, IN (22.987, 77.488)",Madhya Pradesh,2.0,22.986923,77.48808,28,1,2022
4311477332,"Rampura, Neemuch IN-MP 24.67002, 75.48435",Madhya Pradesh,1.0,24.670021,75.48435,12,3,2022
4311429579,"Denwa Backwater Escape To Tekapar And Back, Bija Kheri, Madhya Pradesh, IN (22.585, 78.148)",Madhya Pradesh,4.0,22.584656,78.147995,26,12,2022
4311361156,"Jaitpur, Madhya Pradesh, IN (23.003, 77.906)",Madhya Pradesh,1.0,23.002937,77.905754,28,1,2022
4311311228,Sotiya Talai,Rajasthan,7.0,25.144957,75.753235,2,2,2022
4311265348,Kanha NP--Mukki Zone,Madhya Pradesh,2.0,22.158897,80.66334,7,2,2022
4311256431,"Eklingji, Rajasthan, IN (24.747, 73.722)",Rajasthan,4.0,24.746881,73.7218,31,10,2022
4311049938,Utsav Camp Tehla Sariska,Rajasthan,2.0,27.256144,76.45571,3,3,2022
4310862757,Kanha NP--Mukki Zone,Madhya Pradesh,4.0,22.158897,80.66334,20,2,2022
4310859011,Bandhavgarh Tiger Reserve--Magdhi Zone,Madhya Pradesh,5.0,23.58688,81.02069,26,1,2022
4310686729,"Udnakhero, Kanha Tiger Reserve, (22.332, 80.63)",Madhya Pradesh,1.0,22.332075,80.62968,11,2,2022
4310600830,"Ramdevara Betta, Ramanagara",Karnataka,2.0,12.752204,77.3003,3,11,2021
4310508883,"Unnamed Road, Madhya Pradesh, IN (24.695, 79.991)",Madhya Pradesh,6.0,24.695255,79.99142,5,3,2022
4310368478,Bayana Cliffs,Rajasthan,9.0,26.893597,77.279335,14,5,2022
4310004039,Polo Forest,Gujarat,1.0,23.997133,73.27865,1,5,2022
4309924429,Kanha NP--Mukki Zone,Madhya Pradesh,5.0,22.158897,80.66334,17,2,2022
4309761802,"Navi Akhol, Gujarat, IN (22.369, 72.538)",Gujarat,1.0,22.36937,72.537636,14,5,2022
4309668650,Kanha NP--Mukki Zone,Madhya Pradesh,5.0,22.158897,80.66334,6,4,2022
4309590937,"Bharkhedi Lake, Shergarh",Rajasthan,1.0,24.719767,76.53834,2,2,2022
4309110969,"Gouharganj Road, Bareli, Madhya Pradesh, IN (23.081, 77.792)",Madhya Pradesh,6.0,23.080809,77.79159,2,10,2022
4309109177,Gir Wildlife Sanctuary--Batheshwar Campsite,Gujarat,1.0,20.997503,70.75839,20,2,2022
4308791461,"Gapernath Road, Jamoonya, Rajasthan, IN (25.058, 75.723)",Rajasthan,17.0,25.0575,75.72294,7,9,2022
4308786854,"Suplai, Madhya Pradesh, IN (22.448, 78.287)",Madhya Pradesh,1.0,22.447708,78.286934,26,2,2022
4308758196,"Barda, Madhya Pradesh, IN (24.638, 75.365)",Madhya Pradesh,5.0,24.638107,75.36537,13,3,2022
4308749197,Bharatpur--Keoladeo Ghana NP,Rajasthan,3.0,27.161905,77.5228,28,12,2022
4308704637,"Khambhat, Anand IN-GJ 22.34129, 72.62695",Gujarat,1.0,22.341288,72.62695,8,1,2022
4308562858,Bandhavgarh NP,Madhya Pradesh,1.0,23.690413,81.01825,9,3,2022
4308402828,Kanha NP--Kanha Zone,Madhya Pradesh,15.0,22.280678,80.62371,20,3,2022
4308239490,"Sarsala cheruvu, Penchikakpet",Telangana,2.0,19.247225,79.79154,9,2,2020
4308166562,Ramadevara Betta Vulture Sanctuary,Karnataka,1.0,12.751995,77.301346,25,2,2022
4308067617,"Unnamed Road, Madhya Pradesh, IN (24.657, 80.053)",Madhya Pradesh,15.0,24.656567,80.05304,6,3,2022
4308018401,"Varsai village,(Tal.Pen,Dist.Raigad)(MS)",Maharashtra,5.0,18.776333,73.16361,15,11,2007
4307920103,"Lokpalsagar Road, Madhya Pradesh, IN (24.726, 80.21)",Madhya Pradesh,1.0,24.725506,80.21038,21,1,2022
4307799646,"Morena-Sheopur Road, Sironi, Madhya Pradesh, IN (25.812, 76.98)",Madhya Pradesh,5.0,25.812307,76.98,30,4,2022
4307709652,Kanha NP--Mukki Zone,Madhya Pradesh,7.0,22.158897,80.66334,6,5,2022
4307666822,"Unnamed Road, Madhya Pradesh, IN (24.702, 79.989)",Madhya Pradesh,3.0,24.701696,79.98939,5,3,2022
4307561739,Kanha NP--Kanha Zone,Madhya Pradesh,3.0,22.280678,80.62371,16,2,2021
4307561501,Kanha Tiger Reserve--Mukki Gate,Madhya Pradesh,4.0,22.154728,80.67288,25,2,2022
4307474292,"Kakra Waterfall,  Kishangarh PTR",Madhya Pradesh,7.0,24.53272,79.8326,10,6,2022
4307443301,Utsav Camp Tehla Sariska,Rajasthan,4.0,27.256144,76.45571,11,2,2022
4307062761,"Unnamed Road, Madhya Pradesh, IN (24.709, 80.008)",Madhya Pradesh,1.0,24.708828,80.00757,6,3,2022
4306928640,Kanha NP--Kanha Zone,Madhya Pradesh,5.0,22.280678,80.62371,12,3,2022
4306886144,"Devalia Safari Road, Sandhbeda, Gujarat, IN (21.165, 70.503)",Gujarat,3.0,21.16493,70.50278,17,9,2022
4306602983,"Jotkheda, Madhya Pradesh, IN (23.117, 79.241)",Madhya Pradesh,3.0,23.117435,79.24123,6,3,2022
4306477876,Anjaneri Lake--Wall Side,Maharashtra,1.0,19.939222,73.59265,11,12,2022
4306434310,bhavnath,Gujarat,4.0,21.530775,70.500854,24,12,2022
4306084785,"Nimbod, Madhya Pradesh, IN (24.608, 75.547)",Madhya Pradesh,3.0,24.608423,75.547035,12,3,2022
4306069806,"Chenpuriya, Madhya Pradesh, IN (24.662, 75.512)",Madhya Pradesh,1.0,24.66188,75.5116,12,3,2022
4306031106,"Bandhavgarh National Park, MP",Madhya Pradesh,9.0,23.521618,81.1012,12,5,2018
4305993763,"Unnamed Road, Madhya Pradesh, IN (24.482, 79.776)",Madhya Pradesh,7.0,24.482023,79.77604,5,3,2022
4305812982,Team Gehrighat - 09 Gehrighat River Side,Madhya Pradesh,50.0,24.476906,79.8788,10,6,2022
4305667466,Kanha Jungle Camp (Khatiya Gate),Madhya Pradesh,2.0,22.307217,80.521385,5,2,2022
4305612947,"Unnamed Road, Babupur Kalan, Madhya Pradesh, IN (24.681, 79.981)",Madhya Pradesh,3.0,24.681446,79.980865,5,3,2022
4305562285,Kanha NP--Kanha Zone,Madhya Pradesh,25.0,22.280678,80.62371,26,5,2022
4305468679,Bandhavgarh Tiger Reserve--Tala Gate,Madhya Pradesh,2.0,23.715807,81.02234,9,6,2022
4305417380,Kanha NP--Kanha Zone,Madhya Pradesh,13.0,22.280678,80.62371,20,3,2022
4305307972,"Alikatta, Pench Tiger Reserve (N 21.46.28.0 E079.17.19.4)",Madhya Pradesh,1.0,21.774359,79.28872,29,1,2022
4305195228,Satpura TR--Churna,Madhya Pradesh,1.0,22.474287,78.07417,26,2,2022
4305159219,Denwa Backwater Escape (Pugdundee Resorts),Madhya Pradesh,2.0,22.580235,78.13683,28,1,2022
4305127689,"Kheda-Khambhat Highway, Khambhat, Gujarat, IN (22.337, 72.617)",Gujarat,1.0,22.336515,72.61726,9,10,2021
4305126500,"Kishangarh lake, Chhatarpur IN-MP (24.4684,79.7467)",Madhya Pradesh,9.0,24.468414,79.7467,14,2,2022
4304898438,Kashele (ADS campus & environs),Maharashtra,3.0,19.008942,73.420654,22,1,2000
